微博内容,点赞数,情感类别,情感得分,主题_0,主题_1,主题_2,主题_3,主题_4,主题_5,主题_6,主题_7,主题_8,主题_9,关键词_今天,关键词_亿元,关键词_智能,关键词_增长,关键词_科技,关键词_测试,关键词_出租车,关键词_出行,关键词_市场,关键词_不止,关键词_第一次,关键词_robotaxi,关键词_ai,关键词_自动,关键词_看到,关键词_已经,关键词_可以,关键词_真的,关键词_全球,关键词_体验,情感得分加权
【萝卜快跑来港了！料年底有望启用无人驾驶小巴】运输及物流局今日（10日）在社媒上发布局长网志，分享无人驾驶的发展与运用。局方表示，今年年底有望在港启用无人驾驶小巴，此外，香港国际机场即将使用公共自动驾驶运输系统，未来将以自动驾驶小巴接驳“航天走廊”，往返港珠澳香港口岸及机场临近的,1.0,正面,0.6867682933807373,0.0,0.0,0.9904826879501343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6867682933807373
汽车情报局【萝卜快跑在香港的自动驾驶测试区域再扩大】5月9日，据Apollo智能驾驶公众号消息，香港特别行政区运输署根据《道路交通（自动驾驶车辆）规例》更新自动驾驶车辆试行牌照，萝卜快跑在港测试区域再扩大，每次道路测试的车辆也由5辆增加至10辆。运输署发言人表示，萝卜快跑自2024年12月起在,1.0,正面,0.8441823720932007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895764589309692,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8441823720932007
第一次吃冰糖草莓葫芦&第一次坐萝卜快跑哈哈哈,1.0,正面,0.9877917170524597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9370160698890686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9877917170524597
武汉会插队的萝卜快跑无人驾驶出租车🚕2武汉·光谷,1.0,正面,0.6899246573448181,0.6144983,0.0,0.0,0.0,0.0,0.33030053973197937,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6899246573448181
无人驾驶萝卜快跑,1.0,正面,0.578672468662262,0.02260774,0.018973015248775482,0.021787913516163826,0.017326289787888527,0.019321246072649956,0.01776956394314766,0.02294301614165306,0.821272075176239,0.020858947187662125,0.017140235751867294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578672468662262
可联系客服会及时处,1.0,正面,0.8750002384185791,0.01618467,0.8666570782661438,0.015597769059240818,0.012403733097016811,0.013831905089318752,0.012721069157123566,0.016424693167209625,0.018975842744112015,0.014932730235159397,0.012270539067685604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8750002384185791
【教科书级别偶遇！路人高喊百度牛惊呆李彦宏，路人大喊百度牛把李彦宏钓成翘嘴】5月7日，百度官方号发布了李彦宏在Create2025百度AI开发者大会上的演讲片段，中李彦宏提到，“那天早上从酒店到会场是坐我们萝卜快跑的车啊，早高峰其实武汉车很多，武汉有400多万辆车，到早高峰的时候其实,1.0,正面,0.6687537431716919,0.0,0.0,0.0,0.0,0.9884507060050964,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6687537431716919
体验了萝卜快跑也学会了滑雪欣赏了东湖的日出也感受了武大的火热……走走停停武汉—安庆,1.0,正面,0.9866031408309937,0.0,0.9653127789497375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9866031408309937
“我发现了一个秘密，如果我们花费30万去购置一辆车，这30万瞬间就消失无踪了，最终到手的仅仅是一辆会不断贬值的车。倘若我们将这30万用于理财，每年起码能够获取5000元的收益，拿这5000元去打车，想必也能够满足日常的出行所需。况且当下公共交通愈发发达，说不,1.0,正面,0.9416106939315796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9898932576179504,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9416106939315796
说走就走的旅行没来武汉前，对它的认知是通过热干面、黄鹤楼、武大樱花以及新冠等一些信息碎片拼凑出来的。直到深入它的腹地，才真真切切感受到了它的热辣滚烫。大江大河的大武汉被誉为九省通衢，其以巨大的城区面积在全国城市中排名第一，相当于5个厦门、8个香港、4个东京、12个新加坡、8,1.0,正面,0.9303118586540222,0.9894353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9303118586540222
在《理想AITalk第二季》实录中，李想系统地展示了理想汽车在AI驱动下的核心战略和落地思路。核心看点不在AI热潮本身，而是理想如何将AI从炫技工具变成生产工具。单就技术思路本身，我是举双手赞成。过去一段时间大家肯定发现了，技术泡沫挺严重，这能给用户带来的真价值的不多。那理想有没有能,1.0,正面,0.9887431859970093,0.0,0.3672449588775635,0.0,0.0,0.0,0.0,0.0,0.6241092681884766,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9887431859970093
好了，人类幼崽也体验了市区内无人智能驾驶。这回打的是萝卜快跑SUV车型，相比上午坐的MPV略显局促，也没有智能语音助手，但驾驶也还挺稳～智能驾驶我和汽车的日常微博兴趣创作计划2武汉,1.0,正面,0.9908203482627869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852583408355713,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9908203482627869
萝卜在武汉初投是有道理的。我与汽车的日常,1.0,正面,0.9360420107841492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9309678077697754,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9360420107841492
武汉超话网友坐萝卜快跑，跟公交车撞了好在没什么大事，你们觉得是谁的锅？2武汉,1.0,负面,0.5357368588447571,0.0,0.0,0.0,0.0,0.0,0.9551354646682739,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5357368588447571
上午把车送去4s店保养，回家时想顺便体验下萝卜快跑无人驾驶汽车。二话没说，拿出手机在百度地图上输入“萝卜快跑”并定位打车，走到指定的上车点，在车门按键屏幕输入手机尾号后滑轨门自动打开，居然还是一辆MPV！后排座椅自带扶手，座椅按摩、加热、通风都有，过道空间也比较大，坐,1.0,正面,0.550033688545227,0.98967427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.550033688545227
挑战日更游戏博主教学100天！No.11技能！老四解说超话短教学,1.0,正面,0.9389709830284119,0.0,0.0,0.0,0.0,0.9593631625175476,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9389709830284119
五一的七七八八P1做个快乐的小狗～P2-3陪弟弟租房子以后在武汉也有家啦！P4朋友携男友来汉吃肥肥虾好吃好吃P5武汉现在真的好多好多萝卜快跑啊满大街的乍一眼还怪吓人的P6美美回家～,1.0,正面,0.9799253940582275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9861631989479065,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9799253940582275
萝卜快跑遇上堵车，太谦让太礼貌了，实习司机都抢不过,1.0,正面,0.8787766098976135,0.0,0.0,0.0,0.0,0.0,0.0,0.9461166858673096,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8787766098976135
这个小孩真的是我在写作业，他爸在打游戏。他走进来说，妈妈你不要在书房，你去外面写作业。他一直在喝拉面里的汤，我让他别喝了。他来一句，妈妈，吃饭的时候不要说话。他问他爸出租车里有人吗，他爸说车里有人呢，不然怎么开车呢？他说萝卜快跑里面就没有人呀。,1.0,正面,0.7359659075737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9865535497665405,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7359659075737
我之前吐槽了一次武汉的交通像坨屎，招来一群武汉网友喷我。今天看到主页有大v来武汉体验了一把，说的很中肯啊，哈哈哈哈！事实确实如此，红绿灯对于行人来说是摆设啊，十字路口管你是绿灯还是红等，行人横冲直撞，2轮电动车左右乱串，头盔也不带，特别外卖小哥，跑的吓死人，在人群中S型扭来扭去，,1.0,负面,0.6039370894432068,0.0,0.0,0.0,0.0,0.0,0.7565873861312866,0.0,0.23388314247131348,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6039370894432068
萝卜快跑在武汉试运营以后，遭到了各方的负面评论，中国现在有600多万的网约车司机和近300万的出租车司机，无人驾驶一旦大规模铺开，首先被冲击的就是这800多万人。萝卜快跑在武汉已投入400多辆车无人驾驶微博新知,1.0,正面,0.5455057621002197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9869666695594788,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5455057621002197
武汉让我们最惊喜的竟然是萝卜快跑,1.0,正面,0.8539882898330688,0.0103134485,0.0,0.0,0.0,0.0,0.0,0.010466398671269417,0.9184658527374268,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8539882898330688
积极响应武汉市商务局号召，嘬虾子、喝啤酒、听音乐、赏江景、凑热闹，还坐了传说中的萝卜快跑🥳,1.0,正面,0.8404938578605652,0.0,0.0,0.0,0.0,0.0,0.0,0.9601484537124634,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8404938578605652
萝卜快跑已退出合肥大概率是下一个极越了，百度做一个业务死一个业务。,1.0,负面,0.9282929301261902,0.0,0.0,0.0,0.0,0.0,0.9590328335762024,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9282929301261902
第一视角体验自动驾驶网约车-萝卜快跑L不知名的孙小姐的微博,1.0,正面,0.7094340324401855,0.0,0.0,0.9560942649841309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7094340324401855
想象一下，下班太累不想开车，或者喝了点小酒——这个时候，一辆真正的无人驾驶车安全、准时地接你回家，听起来是不是有点科幻？其实，这已经在现实中发生了！“萝卜快跑”现在已经在全国多个城市落地，很多人已经用上了无人车出行，甚至单车一天能跑20多单！不仅方便，而且安全稳定，体验过的人都,1.0,正面,0.9879899621009827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905328154563904,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.9879899621009827
媒体评萝卜快跑抢网约车司机饭碗【萝卜快跑抢网约车饭碗？“砸烂”一定不是最优解】无人驾驶出租车，真的会抢走网约车司机的饭碗吗？这个问题特别像，AI会取代我的工作吗？1公里1块钱的无人出租车你敢坐吗近期，随着萝卜快跑在武汉街头批量投用，关于它的负面舆论几乎没消停。“它只会傻傻的在原,2659.0,正面,0.7240251302719116,0.0,0.9894689917564392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1925.182821393013
武汉家里附近开通了萝卜快跑，体验了一把，针不戳，没有司机的打扰，登陆自己的app听音乐，唱k蹦迪都可以的说！我们的L3做的不错了嘛！2武汉,1.0,正面,0.9869586825370789,0.10919915,0.0,0.0,0.0,0.5042439103126526,0.0,0.0,0.36977213621139526,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9869586825370789
华峰（百度合作），联创（摄像头），华体（车路云一体化），测绘（车联网）无人驾驶四小弟：兴瑞（雷达），神通（雷达），盈峰（无人物流车），利杨（无人芯片）无人驾驶新闻逻辑---6月底特斯拉L4公布无人驾驶出租车引爆舆论，7月初，小米，比亚迪，华为公布,1.0,正面,0.9141244292259216,0.0,0.0,0.0,0.0,0.0,0.9880610704421997,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9141244292259216
芍萝卜已经进化成了拐萝卜，都会加塞别车了交通安全萝卜快跑加塞老徐的车与美食超话,46.0,正面,0.5987802147865295,0.9632757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.54388988018036
Labubu因“反可爱”形象成为潮玩顶流后，泡泡玛特计划推出动画及电影，通过内容叙事延长IP生命周期，减少对金融化限量策略的依赖。-**市场背景**：此前Labubu隐藏款拍卖价达百万，影视化被视为,9.0,正面,0.9109324812889099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9857252240180969,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.19839233160019
走进这个把未来塞进热带岛屿的神奇国度，你会发现这里每平方公里都藏着惊喜！🇸🇬四语混搭的味觉宇宙在新加坡，福建话的叫卖声能撞上英语菜单，马来香料与印度咖喱在小贩中心上演奇妙融合~必试海南鸡饭配黑酱油，或是辣到冒汗的辣椒螃蟹——连牛车水的街头摊都藏着米其林星星！更神奇的是,11.0,正面,0.9627211093902588,0.0,0.0,0.0,0.9893752932548523,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.589932203292847
萝卜快跑无人驾驶出租车越来越多，首个支持L4级别的自动驾驶大模型ApolloADFM，有机会还是要体验一下。,1.0,正面,0.9881235957145691,0.0,0.0,0.696876049041748,0.0,0.0,0.2778756022453308,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.9881235957145691
原来100签这么多？！！！感觉吃完第一波就已经快饱了。。。之后又有了之前的坏毛病，最后吃到胃好撑，卡着一股气，走到萝卜快跑的打车点的路上包括回去蹲之前，蹲了之后感觉好了一些，可能下去了？空了？传送带前进了？火锅还是好吃的，就是调料太太太太少啦。。。水果也没。。。不过串串,1.0,负面,0.6323496103286743,0.0,0.0,0.0,0.9866840839385986,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6323496103286743
梅雨季打开天气预报一页全是雨今天终于体验了一下萝卜快跑,1.0,正面,0.9068172574043274,0.0,0.0,0.0,0.0,0.0,0.955135703086853,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9068172574043274
下雨天出门溜达也不错！还体验了一把萝卜快跑，很不错！下雨天2武汉·杨泗港大桥江滩公园,1.0,正面,0.9936453104019165,0.23269856,0.0,0.0,0.0,0.7389845252037048,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9936453104019165
6月19号凌晨市场消息与信息差60秒全面汇总股市股票财经股民,3.0,正面,0.7423774003982544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621748328208923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.227132201194763
萝卜快跑香港测试再扩区金十数据6月18日讯，6月18日，香港特别行政区运输署发布消息称，萝卜快跑已获批在香港东涌的指定路段和时段开展测试。这是萝卜快跑自2024年12月落地香港后的第三次扩区。半年时间内，其测试范围从最初的机场周边逐步延伸至北大屿山核心区域，现在深入东涌城市生活圈，将测试范,1.0,正面,0.9014359712600708,0.0,0.0,0.0,0.9904499650001526,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9014359712600708
有些东西不必这么较真的。只是出现在特定前提下，不一定是充分条件，也不是必要条件。比如2024年春节暴击点，无人驾驶龙头是大众出租，萝卜快跑点火，但逻辑是，假如出租车都变成这样，那多少城市都有这个上市企业，为何选择了上海的，另外无人驾驶根本不是受益出租车公司【理论上应该是造车的】，应该,1.0,负面,0.544845700263977,0.0,0.6928178668022156,0.0,0.0,0.0,0.29825645685195923,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.544845700263977
科技事儿每日早报2025年6月21日互联网科技日报1.华为鸿蒙6正式官宣，全场景智能系统升级余承东在HDC2025大会上发布HarmonyOS6，支持星闪车钥匙、AI小艺增强及“碰一碰”跨设备秒传文件功能，将于10月推送。2.哪吒汽车被申请破产，总部员工居家办公合众新能源（哪吒关联公司）破,49.0,正面,0.870539665222168,0.7510329,0.2399158477783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.65644359588623
华峰（百度合作），联创（摄像头），华体（车路云一体化），测绘（车联网）无人驾驶四小弟：兴瑞（雷达），神通（雷达），盈峰（无人物流车），利杨（无人芯片）无人驾驶新闻逻辑---6月底特斯拉L4公布无人驾驶出租车引爆舆论，7月初，小米，比亚迪，华为公布自己的L4无,2.0,正面,0.9163783192634583,0.0,0.0,0.0,0.0,0.0,0.9886362552642822,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8327566385269165
第一次体验萝卜快跑学习中准备出发毕业旅行开始棠豆成长日记,1.0,正面,0.7732740640640259,0.96008855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7732740640640259
今儿偶遇的A330和萝卜快跑,6.0,正面,0.7825849652290344,0.012599924,0.01057419367134571,0.012143013998866081,0.0,0.01076827198266983,0.0,0.012786783277988434,0.9003898501396179,0.011625275947153568,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6955097913742065
“这个球球丢上去为什么掉下来呀？不是像飞机一样呢？”“房子这么高，会不会倒呀？”“萝卜快跑是无人驾驶的，为什么还有方向盘呢？”……不得不说，问的非常有水平啊确实是值得一问的问题而我答不上来🙃,1.0,负面,0.6290167570114136,0.0,0.0,0.981165885925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6290167570114136
无人驾驶中国汽车前脚卖遍全球无敌手，后脚，中国的无人驾驶也在全球三分天下。我在2025年3月就说过，2024年是智驾的元年，2025年是智驾的井喷之年，L2基本普及，L3级自动驾驶会有关键性的突破。同样的，L4级、L5的无人驾驶出租车也在全球范围内正式进入关键决赛之年。先说一个令人振奋的结论,17.0,正面,0.9595510363578796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893350601196289,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,16.312367618083954
给人笑瘸了萝卜快跑不止车跑人也得跑萝卜快跑,1.0,正面,0.590823769569397,0.8693065,0.013577677309513092,0.015592105686664581,0.012399229221045971,0.013826881535351276,0.012716449797153473,0.016418730840086937,0.01896900311112404,0.014927308075129986,0.012266083620488644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.590823769569397
特斯拉RobotaxiVs萝卜快跑特斯拉Robotaxi正式上线,144.0,正面,0.8258727192878723,0.0,0.3040392994880676,0.0,0.0,0.0,0.0,0.6412717700004578,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,118.92567157745361
Waymo,129.0,正面,0.9276676177978516,0.037516706,0.03148502856492996,0.036156248301267624,0.028752345591783524,0.03206290304660797,0.029487943276762962,0.697493851184845,0.04398675635457039,0.03461465984582901,0.02844359539449215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.66912269592285
特斯拉Robotaxi服务正式上线，建议关注产业链相关公司】研究报告内容摘要核心观点事件：特斯拉Robotaxi服务正式上线。特斯拉Robotaxi未来若进展顺利，预计将促进现有车型及Cyberab销量提升。据媒体报道，当地时间6月22日，特斯拉在得州奥斯汀,5.0,正面,0.8756119012832642,0.0,0.0,0.0,0.0,0.0,0.0,0.988389253616333,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.378059506416321
零态说车萝卜快跑值得被更多人称赞Robotaxi服务在加速成熟。6月20日，彭博社援引知情人士消息称，萝卜快跑正加快在东南亚市场布局，最早将于今年在新加坡和马来西亚推出Robotaxi服务。种种迹象表明，Robotaxi全球竞争格局正形成以美国特斯拉、Waymo与中国萝卜快跑“三大家”的角逐态势。在无人驾,1.0,正面,0.8563905954360962,0.0,0.9894692897796631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.8563905954360962
请问一下这台哈啰自动驾驶测试车，用的是哪款车？轮胎上也没有标，应该是故意遮挡住了。随着哈啰进入Robotaxi这个赛道，国内有百度萝卜快跑、文远知行、滴滴自动驾驶、小马智行，哈啰等。国外有特斯拉Robotaxi、谷歌的Waymo。能跑到最后决赛圈的，应该不会有太多个。你觉得哪家能跑到最后，或者,8.0,负面,0.7235347032546997,0.0,0.0,0.7342889308929443,0.0,0.0,0.0,0.25663599371910095,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.788277626037598
下雨天坐萝卜快跑，感觉挺不一样的。,2.0,正面,0.9930822849273682,0.012597939,0.010572526603937149,0.01214110292494297,0.0,0.5348030924797058,0.0,0.01278476882725954,0.3763691186904907,0.011623443104326725,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9861645698547363
特斯拉刚刚开启robotaxi正式运营，哈啰紧跟着正式宣布进入robotaxi赛道，这条路现在行人越来越多了。哈啰的robotaxi由哈啰、蚂蚁集团和宁德时代三家一起合作，宁德提供电池和底盘技术，哈啰和蚂蚁提供自动驾驶和AI大模型等支持。现在robotaxi赛道说白了，就是中美两国在竞争，目前也只有中美有这个,4.0,正面,0.902970552444458,0.0,0.7685884237289429,0.22352845966815948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3.611882209777832
星网宇达供货萝卜快跑！公司组合导航聚焦无人驾驶、轨道检测、无人飞行器等领域。无人驾驶方面，产品销量持续上升，重点客户实现了批量供货，主要包括美团无人配送车、萝卜快跑无人出租车和百度阿波龙无人巴士车等。人形机器人IMU的星网宇达（预期独家供货华为IMU）全球排名前列的民航卫星导航系,3.0,正面,0.8281219601631165,0.7323093,0.0,0.0,0.0,0.259553462266922,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.4843658804893494
特斯拉无人出租车终于来了，和萝卜快跑、谷歌Waymo终成“三大家”格局，在这场无人驾驶出行竞赛中，中国不能输。,1.0,正面,0.9061256647109985,0.2959446,0.0,0.0,0.0,0.0,0.0,0.6797163486480713,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9061256647109985
•服务范围广：运营范围已扩展至3000平方公里，覆盖全市12个行政区及天河机场、跨江桥梁等复杂场景，服务人口超770万，开放里程和开放区域数量保持全国第一。•车辆投放多：截至2024年底，武汉已投放1000辆“萝卜快跑”车辆，满足市民游客出行需求。,1.0,正面,0.9185341596603394,0.0,0.0,0.0,0.0,0.0,0.6350313425064087,0.0,0.0,0.35510489344596863,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9185341596603394
星网宇达sz002829萝卜快跑+阅兵,1.0,正面,0.6985845565795898,0.010317048,0.0,0.9162840843200684,0.0,0.0,0.0,0.010470050387084484,0.012096317484974861,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6985845565795898
看了特斯拉这段长达16分钟的Robotaxi试乘体验，突然想起了国内那家经常起个大早，赶个晚集的大厂的萝卜快跑还在运营吗？不过，马老板回归特斯拉后，只要不断的推新，并兑现，对于股价肯定是强有力支撑的。特斯拉股价大涨8%,58.0,正面,0.9667407870292664,0.0,0.0,0.0,0.0,0.0,0.0,0.9870800375938416,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,56.07096564769745
我对这个取代的趋势持保留态度，之前有人钓鱼Waymo的车搞破坏这部署的量超过一定数量，引发的社会舆论压力在萝卜快跑上已经看到一次了，断人财路特别是网约车这样保底的退路，这个压力很大啊新能源汽车微博新知大v聊车,19.0,正面,0.9547958374023438,0.0,0.0,0.9873541593551636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18.14112091064453
国外博主试乘特斯拉的无人出租车，和国内的萝卜快跑类似，按现在的发展趋势，应该很快出租车司机都要失业了。,8.0,正面,0.9721526503562927,0.0,0.0,0.0,0.0,0.0,0.0,0.9722208380699158,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.777221202850342
特斯拉Robotaxi冲破成本地狱！自动驾驶技术，包括Robotaxi（自动驾驶出租车）的崛起，不是简单的出行升级，而是人类驾驶权的终结之战。这是一场“机器替代人类”的物种级逻辑兑现。美国机器人的士公司Waymo报告显示，其自动驾驶车辆致伤事故率下降81%，总事故率下降64%；百度萝卜快跑出险率仅,3.0,正面,0.9255715012550354,0.0,0.990899920463562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2.776714503765106
“跨境支付通”正式上线将与稳定币共同成为行业发展新引擎华为“四芯片封装”专利曝光先进封材引关注百度萝卜快跑加快进军东南亚最早年内...O网页链接,1.0,正面,0.7666600942611694,0.0,0.0,0.0,0.0,0.0,0.0,0.9839122891426086,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7666600942611694
特斯拉股价大涨8%特斯拉这波Robotaxi上线直接给股价来了波“起飞”，马斯克真是把资本市场整得明明白白。百度萝卜快跑也似乎不差，已在全球15座城市部署超1000辆无人车，全球累计服务超1100万次，Q1单季度达140万次，同比增长75%‌，但财报中未明确披露其具体营收情况，没有故事对股价起不了作用,2.0,正面,0.8132967948913574,0.0,0.0,0.0,0.305119127035141,0.30776914954185486,0.0,0.0,0.0,0.37960243225097656,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.6265935897827148
特斯拉大涨8%，十年梦圆！特斯拉Robotaxi奥斯汀首航，4.2美元引爆自动驾驶革命回归企业的马斯克又有最新举动…一键呼叫“无司机出租车”，亲民尝鲜价约30元人民币。目前采用车内副驾驶位配安全员，但无方向盘/踏板操控权限，仅配备紧急按钮；后台设远程监控团队，突发状况可一键接管。目前也限,1.0,正面,0.9190182089805603,0.0,0.0,0.0,0.0,0.9905492067337036,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.9190182089805603
